"","date","AA","Cs","MP","PP","PSOE","UP","Vox","Izquierda","Derecha","PP.enc","PSOE.enc","Vox.enc","UP.enc","Cs.enc","AA.enc","MP.enc","Derecha.enc","Izquierda.enc"
"601",2020-07-04,4.26,11.44,NA,28.8,28.84,12.17,11.26,45.27,51.5,26,31.1,10.9,16.6,11.2,NA,NA,48.1,47.7
"602",2020-07-03,4.26,11.49,NA,30.11,28.47,10.73,11.23,43.46,52.83,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",2020-07-02,4.26,11.49,NA,30.12,28.47,10.73,11.23,43.46,52.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",2020-07-01,4.26,11.49,NA,30.12,28.47,10.73,11.23,43.46,52.84,30.8,30.4,10.1,9.4,11.2,4,NA,52.1,43.8
"605",2020-06-30,4.65,11.7,NA,29.76,26.8,11.89,12.13,43.34,53.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",2020-06-29,4.65,11.7,NA,29.77,26.8,11.89,12.13,43.34,53.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",2020-06-28,4.65,11.7,NA,29.77,26.8,11.89,12.12,43.34,53.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",2020-06-27,4.65,11.7,NA,29.77,26.8,11.89,12.12,43.34,53.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",2020-06-26,4.65,11.7,NA,29.77,26.8,11.89,12.12,43.34,53.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",2020-06-25,4.65,11.69,NA,29.77,26.8,11.89,12.12,43.34,53.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",2020-06-24,4.65,11.69,NA,29.78,26.8,11.9,12.12,43.35,53.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",2020-06-23,4.65,11.69,NA,29.78,26.8,11.9,12.11,43.35,53.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",2020-06-22,4.65,11.69,NA,29.78,26.8,11.9,12.11,43.35,53.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",2020-06-21,4.65,11.69,NA,29.78,26.8,11.9,12.11,43.35,53.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",2020-06-20,4.65,11.69,NA,29.79,26.8,11.9,12.11,43.35,53.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",2020-06-19,4.65,11.69,NA,29.79,26.8,11.9,12.11,43.35,53.59,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",2020-06-18,4.65,11.68,NA,29.79,26.8,11.9,12.1,43.35,53.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",2020-06-17,4.65,11.68,NA,29.79,26.8,11.9,12.1,43.35,53.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",2020-06-16,4.65,11.68,NA,29.79,26.8,11.9,12.1,43.35,53.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",2020-06-15,4.65,11.68,NA,29.8,26.8,11.9,12.1,43.35,53.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",2020-06-14,4.65,11.68,NA,29.8,26.8,11.9,12.1,43.35,53.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",2020-06-13,4.65,11.68,NA,29.8,26.8,11.9,12.09,43.35,53.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",2020-06-12,4.65,11.68,NA,29.8,26.8,11.91,12.09,43.36,53.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",2020-06-11,4.65,11.68,NA,29.81,26.8,11.91,12.09,43.36,53.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",2020-06-10,4.65,11.67,NA,29.81,26.8,11.91,12.09,43.36,53.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",2020-06-09,4.65,11.67,NA,29.81,26.8,11.91,12.09,43.36,53.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",2020-06-08,4.65,11.67,NA,29.81,26.8,11.91,12.08,43.36,53.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",2020-06-07,4.65,11.67,NA,29.81,26.8,11.91,12.08,43.36,53.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",2020-06-06,4.65,11.67,NA,29.82,26.8,11.91,12.08,43.36,53.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",2020-06-05,4.65,11.67,NA,29.82,26.8,11.91,12.08,43.36,53.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",2020-06-04,4.65,11.67,NA,29.82,26.8,11.91,12.08,43.36,53.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",2020-06-03,4.65,11.66,NA,29.82,26.8,11.91,12.07,43.36,53.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",2020-06-02,4.65,11.66,NA,29.83,26.8,11.91,12.07,43.36,53.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",2020-06-01,4.65,11.66,NA,29.83,26.8,11.92,12.07,43.37,53.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",2020-05-31,4.65,11.66,NA,29.83,26.81,11.92,12.07,43.38,53.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",2020-05-30,4.65,11.66,NA,29.83,26.81,11.92,12.07,43.38,53.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",2020-05-29,4.65,11.66,NA,29.83,26.81,11.92,12.06,43.38,53.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",2020-05-28,4.65,11.66,NA,29.84,26.81,11.92,12.06,43.38,53.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639",2020-05-27,4.65,11.65,NA,29.84,26.81,11.92,12.06,43.38,53.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",2020-05-26,4.65,11.65,NA,29.84,26.81,11.92,12.06,43.38,53.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",2020-05-25,4.65,11.65,NA,29.84,26.81,11.92,12.06,43.38,53.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",2020-05-24,4.65,11.65,NA,29.85,26.81,11.92,12.05,43.38,53.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",2020-05-23,4.65,11.65,NA,29.85,26.81,11.92,12.05,43.38,53.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",2020-05-22,4.65,11.65,NA,29.85,26.81,11.92,12.05,43.38,53.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645",2020-05-21,4.65,11.65,NA,29.85,26.81,11.92,12.05,43.38,53.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",2020-05-20,4.65,11.64,NA,29.85,26.81,11.93,12.05,43.39,53.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647",2020-05-19,4.65,11.64,NA,29.86,26.81,11.93,12.04,43.39,53.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648",2020-05-18,4.65,11.64,NA,29.86,26.81,11.93,12.04,43.39,53.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649",2020-05-17,4.65,11.64,NA,29.86,26.81,11.93,12.04,43.39,53.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650",2020-05-16,4.65,11.64,NA,29.86,26.81,11.93,12.04,43.39,53.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651",2020-05-15,4.65,11.64,NA,29.86,26.81,11.93,12.04,43.39,53.54,33.1,28,9.7,8.4,10.3,4.7,NA,53.1,41.1
"652",2020-05-15,4.65,11.64,NA,29.86,26.81,11.93,12.04,43.39,53.54,26.8,25.1,14.7,15.8,13.1,NA,NA,54.6,40.9
