"","date","AA","Cs","MP","PP","PSOE","UP","Vox","Izquierda","Derecha","PP.enc","PSOE.enc","Vox.enc","UP.enc","Cs.enc","AA.enc","MP.enc","Derecha.enc","Izquierda.enc"
"1",2022-02-23,5.73,5.29,1.57,30.79,28.45,7.83,17.28,43.58,53.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2022-02-22,5.73,5.29,1.57,30.79,28.45,7.84,17.28,43.59,53.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",2022-02-21,5.73,5.29,1.57,30.8,28.45,7.84,17.28,43.59,53.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",2022-02-20,5.73,5.28,1.57,30.81,28.45,7.84,17.28,43.59,53.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",2022-02-19,5.73,5.28,1.57,30.81,28.45,7.84,17.28,43.59,53.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",2022-02-18,5.73,5.28,1.57,30.82,28.45,7.84,17.28,43.59,53.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",2022-02-17,5.73,5.27,1.57,30.82,28.45,7.84,17.28,43.59,53.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",2022-02-16,5.73,5.27,1.57,30.83,28.45,7.84,17.28,43.59,53.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",2022-02-15,5.73,5.27,1.57,30.84,28.45,7.84,17.28,43.59,53.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",2022-02-14,5.73,5.26,1.57,30.84,28.46,7.84,17.28,43.6,53.38,29.9,28.8,18.2,7.7,5,6,1.6,53.1,44.1
"11",2022-02-13,4.5,6.36,1.67,34.19,26.71,9.03,14.1,41.91,54.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",2022-02-12,4.5,6.36,1.67,34.19,26.72,9.03,14.1,41.92,54.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",2022-02-11,4.5,6.35,1.67,34.2,26.72,9.03,14.1,41.92,54.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",2022-02-10,4.5,6.35,1.67,34.21,26.72,9.03,14.1,41.92,54.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",2022-02-09,4.5,6.35,1.67,34.21,26.72,9.04,14.1,41.93,54.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",2022-02-08,4.5,6.34,1.67,34.22,26.72,9.04,14.1,41.93,54.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",2022-02-07,4.5,6.34,1.67,34.23,26.72,9.04,14.1,41.93,54.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",2022-02-06,4.5,6.34,1.67,34.23,26.72,9.04,14.09,41.93,54.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2022-02-05,4.5,6.34,1.67,34.24,26.72,9.04,14.09,41.93,54.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2022-02-04,4.5,6.33,1.67,34.24,26.72,9.04,14.09,41.93,54.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",2022-02-03,4.5,6.33,1.67,34.25,26.72,9.04,14.09,41.93,54.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",2022-02-02,4.5,6.33,1.67,34.26,26.72,9.04,14.09,41.93,54.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",2022-02-01,4.5,6.32,1.67,34.26,26.72,9.04,14.09,41.93,54.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",2022-01-31,4.5,6.32,1.67,34.27,26.72,9.04,14.09,41.93,54.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2022-01-30,4.5,6.32,1.67,34.27,26.72,9.04,14.09,41.93,54.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",2022-01-29,4.5,6.31,1.67,34.28,26.72,9.04,14.09,41.93,54.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",2022-01-28,4.5,6.31,1.67,34.29,26.72,9.05,14.09,41.94,54.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",2022-01-27,4.5,6.31,1.67,34.29,26.72,9.05,14.09,41.94,54.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",2022-01-26,4.5,6.3,1.67,34.3,26.72,9.05,14.09,41.94,54.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",2022-01-25,4.5,6.3,1.67,34.31,26.72,9.05,14.09,41.94,54.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2022-01-24,4.5,6.3,1.67,34.31,26.72,9.05,14.09,41.94,54.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",2022-01-23,4.5,6.29,1.67,34.32,26.72,9.05,14.09,41.94,54.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",2022-01-22,4.5,6.29,1.67,34.32,26.72,9.05,14.09,41.94,54.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",2022-01-21,4.5,6.29,1.67,34.33,26.72,9.05,14.09,41.94,54.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",2022-01-20,4.5,6.29,1.67,34.34,26.72,9.05,14.09,41.94,54.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",2022-01-19,4.5,6.28,1.67,34.34,26.72,9.05,14.09,41.94,54.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",2022-01-18,4.5,6.28,1.67,34.35,26.72,9.05,14.09,41.94,54.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",2022-01-17,4.5,6.28,1.67,34.35,26.72,9.05,14.09,41.94,54.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",2022-01-16,4.5,6.27,1.67,34.36,26.72,9.06,14.09,41.95,54.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",2022-01-15,4.5,6.27,1.67,34.36,26.72,9.06,14.09,41.95,54.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",2022-01-14,4.5,6.27,1.67,34.37,26.72,9.06,14.09,41.95,54.73,30.6,28.9,17.6,7.6,5,6.1,1.5,53.2,44.1
"42",2022-01-13,4.38,6.37,1.69,34.66,26.56,9.17,13.82,41.8,54.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",2022-01-12,4.38,6.36,1.69,34.66,26.56,9.17,13.82,41.8,54.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",2022-01-11,4.38,6.36,1.69,34.67,26.56,9.17,13.82,41.8,54.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",2022-01-10,4.38,6.36,1.69,34.68,26.56,9.17,13.82,41.8,54.86,36.9,26.7,13.6,8.3,6.1,4.4,1.6,56.6,41
"46",2022-01-09,4.37,6.46,1.78,34.29,26.53,9.53,13.87,42.21,54.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",2022-01-08,4.37,6.45,1.78,34.29,26.53,9.53,13.87,42.21,54.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",2022-01-07,4.37,6.45,1.78,34.3,26.53,9.53,13.87,42.21,54.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",2022-01-06,4.37,6.45,1.78,34.31,26.53,9.54,13.87,42.22,54.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",2022-01-05,4.37,6.44,1.78,34.31,26.53,9.54,13.87,42.22,54.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",2022-01-04,4.37,6.44,1.78,34.32,26.53,9.54,13.87,42.22,54.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",2022-01-03,4.37,6.44,1.78,34.32,26.53,9.54,13.87,42.22,54.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",2022-01-02,4.37,6.44,1.78,34.33,26.53,9.54,13.87,42.22,54.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",2022-01-01,4.37,6.43,1.78,34.33,26.53,9.54,13.87,42.22,54.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",2021-12-31,4.37,6.43,1.78,34.34,26.53,9.54,13.87,42.22,54.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",2021-12-30,4.37,6.43,1.78,34.35,26.53,9.54,13.87,42.22,54.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",2021-12-29,4.37,6.42,1.78,34.35,26.53,9.54,13.87,42.22,54.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",2021-12-28,4.37,6.42,1.78,34.36,26.53,9.54,13.87,42.22,54.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",2021-12-27,4.37,6.42,1.78,34.36,26.53,9.54,13.87,42.22,54.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",2021-12-26,4.37,6.42,1.78,34.37,26.53,9.55,13.87,42.23,54.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",2021-12-25,4.37,6.41,1.78,34.37,26.53,9.55,13.87,42.23,54.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",2021-12-24,4.37,6.41,1.78,34.38,26.53,9.55,13.87,42.23,54.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2021-12-23,4.37,6.41,1.78,34.38,26.53,9.55,13.87,42.23,54.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2021-12-22,4.37,6.4,1.78,34.39,26.53,9.55,13.87,42.23,54.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2021-12-21,4.37,6.4,1.78,34.39,26.53,9.55,13.87,42.23,54.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",2021-12-20,4.37,6.4,1.78,34.4,26.53,9.55,13.87,42.23,54.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2021-12-19,4.37,6.4,1.78,34.4,26.53,9.55,13.87,42.23,54.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2021-12-18,4.37,6.39,1.78,34.41,26.53,9.55,13.87,42.23,54.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2021-12-17,4.37,6.39,1.78,34.41,26.53,9.55,13.87,42.23,54.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",2021-12-16,4.37,6.39,1.78,34.42,26.53,9.55,13.87,42.23,54.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",2021-12-15,4.37,6.38,1.78,34.42,26.53,9.55,13.87,42.23,54.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2021-12-14,4.37,6.38,1.78,34.43,26.53,9.56,13.87,42.24,54.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2021-12-13,4.37,6.38,1.78,34.43,26.53,9.56,13.87,42.24,54.68,35.1,25.1,10.9,10.7,5.5,4.4,2.6,51.5,42.8
"74",2021-12-12,4.36,6.52,1.21,34.33,26.7,9.43,14.22,41.7,55.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2021-12-11,4.36,6.52,1.21,34.34,26.7,9.43,14.22,41.7,55.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2021-12-10,4.36,6.52,1.21,34.34,26.7,9.43,14.22,41.7,55.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2021-12-09,4.36,6.51,1.21,34.34,26.7,9.43,14.22,41.7,55.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2021-12-08,4.36,6.51,1.21,34.35,26.7,9.44,14.22,41.71,55.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2021-12-07,4.36,6.51,1.21,34.35,26.7,9.44,14.22,41.71,55.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2021-12-06,4.36,6.51,1.21,34.36,26.7,9.44,14.22,41.71,55.09,36.4,26.2,15,6.8,4.9,6,1.1,56.3,40.1
"81",2021-12-05,4.07,6.84,NA,33.83,26.74,9.93,14.19,40.74,54.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",2021-12-04,4.07,6.84,NA,33.83,26.74,9.93,14.19,40.74,54.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",2021-12-03,4.07,6.83,NA,33.84,26.74,9.93,14.19,40.74,54.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2021-12-02,4.07,6.83,NA,33.84,26.74,9.93,14.19,40.74,54.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2021-12-01,4.07,6.83,NA,33.85,26.74,9.93,14.18,40.74,54.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2021-11-30,4.07,6.83,NA,33.85,26.74,9.93,14.18,40.74,54.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2021-11-29,4.07,6.82,NA,33.86,26.74,9.93,14.18,40.74,54.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2021-11-28,4.07,6.82,NA,33.86,26.74,9.93,14.18,40.74,54.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",2021-11-27,4.07,6.82,NA,33.86,26.74,9.93,14.18,40.74,54.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",2021-11-26,4.07,6.82,NA,33.87,26.74,9.93,14.18,40.74,54.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",2021-11-25,4.07,6.81,NA,33.87,26.74,9.93,14.18,40.74,54.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",2021-11-24,4.07,6.81,NA,33.88,26.74,9.94,14.18,40.75,54.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",2021-11-23,4.07,6.81,NA,33.88,26.74,9.94,14.18,40.75,54.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2021-11-22,4.07,6.81,NA,33.88,26.74,9.94,14.18,40.75,54.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",2021-11-21,4.07,6.8,NA,33.89,26.74,9.94,14.18,40.75,54.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2021-11-20,4.07,6.8,NA,33.89,26.74,9.94,14.18,40.75,54.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2021-11-19,4.07,6.8,NA,33.89,26.74,9.94,14.18,40.75,54.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2021-11-18,4.07,6.8,NA,33.9,26.74,9.94,14.18,40.75,54.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2021-11-17,4.07,6.79,NA,33.9,26.74,9.94,14.18,40.75,54.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2021-11-16,4.07,6.79,NA,33.9,26.74,9.94,14.18,40.75,54.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",2021-11-15,4.07,6.79,NA,33.91,26.74,9.94,14.18,40.75,54.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",2021-11-14,4.07,6.79,NA,33.91,26.74,9.94,14.18,40.75,54.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2021-11-13,4.07,6.79,NA,33.91,26.74,9.95,14.18,40.76,54.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",2021-11-12,4.07,6.78,NA,33.92,26.74,9.95,14.18,40.76,54.88,34.9,27.2,14.7,11.2,5.1,3.4,NA,54.7,41.8
"105",2021-11-11,4.13,7,NA,33.9,26.69,9.82,14.11,40.64,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",2021-11-10,4.13,6.99,NA,33.9,26.7,9.82,14.11,40.65,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2021-11-09,4.13,6.99,NA,33.91,26.7,9.82,14.11,40.65,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2021-11-08,4.13,6.99,NA,33.91,26.7,9.82,14.11,40.65,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",2021-11-07,4.13,6.99,NA,33.91,26.7,9.82,14.1,40.65,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",2021-11-06,4.13,6.99,NA,33.91,26.7,9.83,14.1,40.66,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",2021-11-05,4.13,6.98,NA,33.92,26.7,9.83,14.1,40.66,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2021-11-04,4.13,6.98,NA,33.92,26.7,9.83,14.1,40.66,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2021-11-03,4.13,6.98,NA,33.92,26.7,9.83,14.1,40.66,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2021-11-02,4.13,6.98,NA,33.93,26.7,9.83,14.1,40.66,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",2021-11-01,4.13,6.98,NA,33.93,26.7,9.83,14.1,40.66,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2021-10-31,4.13,6.97,NA,33.93,26.7,9.83,14.1,40.66,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",2021-10-30,4.13,6.97,NA,33.93,26.7,9.83,14.1,40.66,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",2021-10-29,4.13,6.97,NA,33.94,26.7,9.83,14.1,40.66,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",2021-10-28,4.13,6.97,NA,33.94,26.7,9.83,14.1,40.66,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",2021-10-27,4.13,6.97,NA,33.94,26.7,9.83,14.1,40.66,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2021-10-26,4.13,6.97,NA,33.94,26.7,9.84,14.1,40.67,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2021-10-25,4.13,6.96,NA,33.94,26.7,9.84,14.1,40.67,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2021-10-24,4.13,6.96,NA,33.95,26.7,9.84,14.1,40.67,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2021-10-23,4.13,6.96,NA,33.95,26.7,9.84,14.1,40.67,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",2021-10-22,4.13,6.96,NA,33.95,26.7,9.84,14.1,40.67,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",2021-10-21,4.13,6.96,NA,33.95,26.7,9.84,14.1,40.67,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",2021-10-20,4.13,6.96,NA,33.95,26.7,9.84,14.1,40.67,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",2021-10-19,4.13,6.96,NA,33.96,26.7,9.84,14.1,40.67,55.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",2021-10-18,4.13,6.95,NA,33.96,26.7,9.84,14.1,40.67,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",2021-10-17,4.13,6.95,NA,33.96,26.7,9.84,14.1,40.67,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",2021-10-16,4.13,6.95,NA,33.96,26.7,9.84,14.1,40.67,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",2021-10-15,4.13,6.95,NA,33.96,26.7,9.84,14.1,40.67,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",2021-10-14,4.13,6.95,NA,33.97,26.7,9.85,14.1,40.68,55.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",2021-10-13,4.13,6.95,NA,33.97,26.7,9.85,14.1,40.68,55.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",2021-10-12,4.13,6.95,NA,33.97,26.7,9.85,14.1,40.68,55.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",2021-10-11,4.13,6.95,NA,33.97,26.7,9.85,14.1,40.68,55.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",2021-10-10,4.13,6.94,NA,33.97,26.7,9.85,14.1,40.68,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",2021-10-09,4.13,6.94,NA,33.97,26.7,9.85,14.1,40.68,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",2021-10-08,4.13,6.94,NA,33.97,26.7,9.85,14.1,40.68,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",2021-10-07,4.13,6.94,NA,33.97,26.7,9.85,14.1,40.68,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",2021-10-06,4.13,6.94,NA,33.98,26.7,9.85,14.1,40.68,55.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",2021-10-05,4.13,6.94,NA,33.98,26.7,9.85,14.09,40.68,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",2021-10-04,4.13,6.94,NA,33.98,26.71,9.85,14.09,40.69,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",2021-10-03,4.13,6.94,NA,33.98,26.71,9.85,14.09,40.69,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",2021-10-02,4.13,6.94,NA,33.98,26.71,9.86,14.09,40.7,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",2021-10-01,4.13,6.94,NA,33.98,26.71,9.86,14.09,40.7,55.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",2021-09-30,4.13,6.94,NA,33.98,26.71,9.86,14.09,40.7,55.01,38.3,23.1,12.8,11,8.3,2.9,NA,59.4,37
"148",2021-09-29,4.28,6.83,NA,33.34,27.17,9.73,14.25,41.18,54.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",2021-09-28,4.28,6.83,NA,33.34,27.17,9.73,14.25,41.18,54.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",2021-09-27,4.28,6.83,NA,33.35,27.17,9.73,14.25,41.18,54.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",2021-09-26,4.28,6.83,NA,33.35,27.17,9.73,14.25,41.18,54.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",2021-09-25,4.28,6.83,NA,33.35,27.17,9.73,14.25,41.18,54.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",2021-09-24,4.28,6.83,NA,33.35,27.17,9.73,14.25,41.18,54.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",2021-09-23,4.28,6.83,NA,33.35,27.17,9.74,14.25,41.19,54.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",2021-09-22,4.28,6.82,NA,33.35,27.17,9.74,14.25,41.19,54.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",2021-09-21,4.28,6.82,NA,33.35,27.17,9.74,14.25,41.19,54.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",2021-09-20,4.28,6.82,NA,33.35,27.17,9.74,14.24,41.19,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",2021-09-19,4.28,6.82,NA,33.35,27.17,9.74,14.24,41.19,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",2021-09-18,4.28,6.82,NA,33.35,27.17,9.74,14.24,41.19,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",2021-09-17,4.28,6.82,NA,33.35,27.17,9.74,14.24,41.19,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",2021-09-16,4.28,6.82,NA,33.35,27.17,9.74,14.24,41.19,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",2021-09-15,4.28,6.82,NA,33.35,27.17,9.74,14.24,41.19,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",2021-09-14,4.28,6.82,NA,33.35,27.17,9.74,14.24,41.19,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",2021-09-13,4.28,6.82,NA,33.35,27.17,9.74,14.24,41.19,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",2021-09-12,4.28,6.82,NA,33.35,27.17,9.74,14.24,41.19,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",2021-09-11,4.28,6.82,NA,33.35,27.17,9.75,14.24,41.2,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",2021-09-10,4.28,6.82,NA,33.35,27.17,9.75,14.24,41.2,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",2021-09-09,4.28,6.82,NA,33.35,27.17,9.75,14.24,41.2,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",2021-09-08,4.28,6.82,NA,33.35,27.17,9.75,14.24,41.2,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",2021-09-07,4.28,6.82,NA,33.35,27.18,9.75,14.24,41.21,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",2021-09-06,4.28,6.82,NA,33.35,27.18,9.75,14.24,41.21,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",2021-09-05,4.28,6.82,NA,33.35,27.18,9.75,14.24,41.21,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",2021-09-04,4.28,6.82,NA,33.35,27.18,9.75,14.24,41.21,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",2021-09-03,4.28,6.82,NA,33.35,27.18,9.75,14.24,41.21,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",2021-09-02,4.28,6.82,NA,33.35,27.18,9.75,14.24,41.21,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",2021-09-01,4.28,6.83,NA,33.34,27.18,9.75,14.24,41.21,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",2021-08-31,4.28,6.83,NA,33.34,27.18,9.75,14.24,41.21,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",2021-08-30,4.28,6.83,NA,33.34,27.18,9.76,14.24,41.22,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",2021-08-29,4.28,6.83,NA,33.34,27.18,9.76,14.24,41.22,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",2021-08-28,4.28,6.83,NA,33.34,27.18,9.76,14.24,41.22,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",2021-08-27,4.28,6.83,NA,33.34,27.18,9.76,14.24,41.22,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",2021-08-26,4.28,6.83,NA,33.34,27.18,9.76,14.24,41.22,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",2021-08-25,4.28,6.83,NA,33.34,27.18,9.76,14.24,41.22,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",2021-08-24,4.28,6.83,NA,33.34,27.18,9.76,14.23,41.22,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",2021-08-23,4.28,6.83,NA,33.34,27.18,9.76,14.23,41.22,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",2021-08-22,4.28,6.83,NA,33.33,27.18,9.76,14.23,41.22,54.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",2021-08-21,4.28,6.83,NA,33.33,27.18,9.76,14.23,41.22,54.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",2021-08-20,4.28,6.83,NA,33.33,27.18,9.76,14.23,41.22,54.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",2021-08-19,4.28,6.83,NA,33.33,27.18,9.77,14.23,41.23,54.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",2021-08-18,4.28,6.84,NA,33.33,27.18,9.77,14.23,41.23,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",2021-08-17,4.28,6.84,NA,33.33,27.18,9.77,14.23,41.23,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
